Postal Code,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Day,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Furnishings,Sub-Category_Tables
10024,39.98,2,0.0,9.995,2016,9,2,0,0,0,1,1,0,0,0,0,1,0
85023,393.165,3,0.5,-204.4458,2016,9,25,0,0,0,1,1,0,0,0,0,0,1
10035,408.006,2,0.1,72.5344,2016,7,9,0,0,0,1,0,1,0,0,1,0,0
10035,165.28,4,0.0,14.8752,2016,7,9,0,0,0,1,0,1,0,0,0,1,0
92627,37.74,3,0.0,12.8316,2017,1,28,0,0,1,0,0,0,1,0,0,1,0
77041,4.928,4,0.6,-1.4784,2015,9,21,1,0,0,0,0,1,0,0,0,1,0
35630,1819.86,14,0.0,163.7874,2014,12,19,0,0,1,0,1,0,0,0,1,0,0
79109,2453.43,5,0.3,-350.49,2015,10,15,0,1,0,0,1,0,0,0,1,0,0
60653,470.302,7,0.3,-87.3418,2017,6,13,1,0,0,0,0,0,1,0,1,0,0
31907,452.94,3,0.0,67.941,2017,6,12,0,0,0,1,0,0,1,0,0,0,1
6457,27.46,2,0.0,9.8856,2014,5,4,0,1,0,0,1,0,0,0,0,1,0
8360,244.006,2,0.3,-31.3722,2016,3,11,0,0,0,1,1,0,0,0,0,0,1
77506,1024.716,6,0.3,-29.2776,2016,8,26,1,0,0,0,0,1,0,0,1,0,0
85301,121.376,4,0.2,-3.0344,2014,8,8,0,0,0,1,1,0,0,0,0,1,0
48234,872.94,3,0.0,226.9644,2017,12,9,0,0,0,1,0,1,0,0,1,0,0
77036,6.688,4,0.6,-4.0128,2015,12,1,0,1,0,0,1,0,0,0,0,1,0
90008,42.6,3,0.0,16.614,2015,11,3,0,0,0,1,0,0,1,0,0,1,0
10035,977.292,6,0.1,173.7408,2017,11,24,0,0,0,1,0,1,0,0,1,0,0
98661,9.64,2,0.0,3.6632,2017,10,30,0,0,0,1,0,1,0,0,0,1,0
90045,9.94,2,0.0,3.0814,2016,11,24,0,0,0,1,0,0,1,0,0,1,0
90004,1004.976,6,0.2,-175.8708,2015,8,1,0,0,0,1,0,0,1,0,0,0,1
90036,8.36,2,0.0,3.0096,2017,9,12,1,0,0,0,1,0,0,0,0,1,0
19120,63.686,1,0.3,-9.098,2017,12,11,0,0,0,1,1,0,0,0,1,0,0
89031,1669.6,4,0.0,116.872,2017,12,10,0,0,1,0,1,0,0,0,0,0,1
85705,206.112,6,0.2,48.9516,2015,12,6,0,0,0,1,1,0,0,0,0,1,0
18103,11.648,2,0.2,3.3488,2016,7,22,0,0,0,1,1,0,0,0,0,1,0
92677,203.983,2,0.15,16.7986,2017,2,10,0,0,0,1,0,0,1,1,0,0,0
2149,782.94,3,0.0,203.5644,2017,9,15,0,0,1,0,1,0,0,1,0,0,0
43229,8.32,5,0.2,2.288,2014,3,11,0,0,1,0,1,0,0,0,0,1,0
13601,1573.488,7,0.2,196.686,2014,12,31,0,0,1,0,0,1,0,1,0,0,0
98103,171.96,2,0.0,44.7096,2015,3,16,0,0,1,0,1,0,0,0,0,0,1
10011,1044.63,5,0.4,-295.9785,2017,6,30,0,1,0,0,1,0,0,0,0,0,1
90004,603.92,5,0.2,-67.941,2014,11,23,1,0,0,0,1,0,0,0,1,0,0
90004,381.44,2,0.2,23.84,2014,11,23,1,0,0,0,1,0,0,0,1,0,0
79907,763.28,5,0.3,-21.808,2014,12,15,1,0,0,0,1,0,0,0,1,0,0
10024,382.806,9,0.4,-153.1224,2015,8,9,1,0,0,0,1,0,0,0,0,0,1
10024,47.04,3,0.0,18.3456,2015,8,9,1,0,0,0,1,0,0,0,0,1,0
10024,6.16,2,0.0,2.9568,2015,8,9,1,0,0,0,1,0,0,0,0,1,0
61604,359.058,3,0.3,-35.9058,2015,3,24,1,0,0,0,0,0,1,1,0,0,0
43229,47.992,2,0.3,-2.0568,2017,5,8,0,0,0,1,1,0,0,0,1,0,0
10011,547.3,13,0.0,175.136,2017,10,16,1,0,0,0,0,1,0,0,0,1,0
75007,15.992,2,0.6,-13.993,2017,11,19,0,0,1,0,1,0,0,0,0,1,0
19901,211.96,2,0.0,42.392,2016,5,8,0,0,1,0,0,1,0,0,0,1,0
90008,290.666,2,0.15,27.3568,2014,5,26,0,0,0,1,0,1,0,1,0,0,0
98031,198.46,2,0.0,99.23,2017,7,8,0,0,0,1,1,0,0,0,0,1,0
70506,517.5,6,0.0,155.25,2015,9,24,0,0,0,1,1,0,0,0,1,0,0
44105,17.92,5,0.2,2.464,2017,6,21,0,0,1,0,1,0,0,0,0,1,0
20016,41.37,3,0.0,17.3754,2016,5,26,0,0,0,1,1,0,0,0,0,1,0
53209,34.79,7,0.0,10.7849,2014,5,12,1,0,0,0,1,0,0,0,0,1,0
10011,1018.104,4,0.4,-373.3048,2015,1,10,0,0,0,1,1,0,0,0,0,0,1
77041,21.936,2,0.6,-10.4196,2015,9,17,0,0,0,1,0,1,0,0,0,1,0
19134,42.368,2,0.2,8.4736,2014,9,7,0,0,0,1,0,1,0,0,0,1,0
94110,14.82,3,0.0,6.2244,2016,11,7,0,0,0,1,0,1,0,0,0,1,0
19140,310.88,2,0.2,23.316,2017,12,10,1,0,0,0,1,0,0,0,0,1,0
19143,853.092,6,0.4,-227.4912,2014,8,16,0,0,0,1,1,0,0,0,0,0,1
43229,21.88,5,0.2,6.2905,2016,3,14,0,0,0,1,1,0,0,0,0,1,0
98115,515.88,6,0.0,113.4936,2014,6,3,0,0,1,0,1,0,0,0,0,0,1
10035,1931.04,9,0.1,321.84,2015,7,13,0,0,1,0,1,0,0,0,1,0,0
94122,71.992,1,0.2,-0.8999,2017,10,30,0,0,0,1,1,0,0,0,1,0,0
60610,765.625,7,0.5,-566.5625,2017,9,8,0,0,1,0,1,0,0,0,0,0,1
94110,307.666,2,0.15,-14.4784,2017,10,7,0,0,0,1,1,0,0,1,0,0,0
10011,35.92,4,0.0,15.0864,2016,5,19,0,0,0,1,1,0,0,0,0,1,0
10011,39.76,8,0.0,12.3256,2016,5,19,0,0,0,1,1,0,0,0,0,1,0
60623,359.058,3,0.3,-71.8116,2015,12,20,0,0,0,1,1,0,0,1,0,0,0
43017,1048.35,5,0.4,-69.89,2017,4,29,0,0,1,0,0,1,0,0,0,0,1
19140,7.168,2,0.2,0.9856,2017,10,30,0,0,0,1,1,0,0,0,0,1,0
78207,206.962,2,0.3,-32.5226,2015,11,22,0,0,0,1,0,0,1,0,0,0,1
94601,9.46,2,0.0,3.6894,2017,10,14,1,0,0,0,1,0,0,0,0,1,0
92105,411.332,4,0.15,-4.8392,2015,9,5,0,0,0,1,1,0,0,1,0,0,0
92105,293.199,3,0.15,-20.6964,2015,9,5,0,0,0,1,1,0,0,1,0,0,0
23434,109.8,9,0.0,46.116,2016,8,4,0,0,0,1,0,0,1,0,0,1,0
95123,215.65,5,0.0,73.321,2016,7,7,0,0,0,1,1,0,0,0,0,1,0
98002,4.18,1,0.0,1.5048,2016,11,13,0,0,0,1,0,0,1,0,0,1,0
60610,16.156,7,0.6,-12.117,2016,10,23,0,0,0,1,0,1,0,0,0,1,0
22801,1441.3,7,0.0,245.021,2014,6,9,0,0,1,0,1,0,0,0,0,0,1
43055,77.6,5,0.2,28.13,2017,11,20,0,0,0,1,1,0,0,0,0,1,0
43055,4.656,2,0.2,1.5714,2017,11,20,0,0,0,1,1,0,0,0,0,1,0
90045,170.136,3,0.2,-8.5068,2015,9,14,0,0,0,1,0,1,0,0,0,0,1
60623,29.32,2,0.6,-24.189,2014,5,25,0,0,0,1,1,0,0,0,0,1,0
60623,62.958,3,0.3,-2.6982,2016,2,16,0,0,0,1,0,1,0,0,1,0,0
97756,11.84,4,0.2,3.108,2016,12,22,0,0,0,1,1,0,0,0,0,1,0
97756,22.784,1,0.2,4.8416,2016,12,22,0,0,0,1,1,0,0,0,0,1,0
74403,262.11,1,0.0,62.9064,2017,10,21,0,1,0,0,0,0,1,0,0,0,1
28110,207.0,3,0.2,25.875,2015,11,5,0,0,0,1,0,1,0,0,1,0,0
28205,44.128,4,0.2,12.1352,2014,8,1,0,0,0,1,0,1,0,0,0,1,0
42104,140.81,1,0.0,39.4268,2016,7,18,0,0,0,1,0,1,0,0,1,0,0
78207,40.784,2,0.6,-30.588,2015,2,9,0,0,1,0,0,1,0,0,0,1,0
20016,37.68,2,0.0,15.8256,2017,1,12,0,0,1,0,0,0,1,0,0,1,0
90004,362.352,3,0.2,27.1764,2017,9,10,0,1,0,0,0,1,0,0,1,0,0
10009,257.568,2,0.2,-28.9764,2017,3,26,1,0,0,0,1,0,0,1,0,0,0
80013,727.45,5,0.5,-465.568,2016,10,13,0,0,0,1,0,1,0,0,0,0,1
80013,24.96,3,0.2,4.368,2016,10,13,0,0,0,1,0,1,0,0,0,1,0
89015,196.45,5,0.0,70.722,2017,4,15,1,0,0,0,0,1,0,0,0,1,0
94122,801.568,2,0.2,50.098,2014,7,21,0,0,0,1,0,1,0,0,1,0,0
94122,272.848,1,0.2,27.2848,2014,7,21,0,0,0,1,0,1,0,0,0,0,1
99207,70.98,1,0.0,20.5842,2017,11,21,0,0,0,1,1,0,0,0,0,0,1
11561,176.784,1,0.2,-22.098,2016,3,10,0,0,0,1,1,0,0,1,0,0,0
90049,393.568,4,0.2,-44.2764,2017,12,29,0,0,0,1,1,0,0,0,1,0,0
10011,383.607,7,0.1,63.9345,2015,3,5,0,1,0,0,1,0,0,0,1,0,0
94122,31.56,3,0.0,10.4148,2016,4,22,0,0,1,0,1,0,0,0,0,1,0
45014,409.59,3,0.4,-122.877,2014,10,21,1,0,0,0,1,0,0,0,0,0,1
33178,174.0585,3,0.45,-110.7645,2014,8,29,0,0,1,0,1,0,0,0,0,0,1
97477,478.48,2,0.2,47.848,2017,10,21,1,0,0,0,0,1,0,0,1,0,0
90008,136.92,4,0.0,41.076,2015,2,3,1,0,0,0,0,1,0,0,0,1,0
11572,18.96,2,0.0,8.532,2017,12,18,0,0,0,1,1,0,0,0,0,1,0
13601,462.564,2,0.1,97.6524,2017,8,17,1,0,0,0,0,1,0,0,1,0,0
70506,145.74,3,0.0,23.3184,2017,8,6,0,0,1,0,1,0,0,1,0,0,0
70506,15.4,5,0.0,7.392,2017,8,6,0,0,1,0,1,0,0,0,0,1,0
94109,14.73,3,0.0,4.8609,2015,5,25,0,0,1,0,0,0,1,0,0,1,0
80020,662.88,3,0.2,74.574,2016,7,8,0,0,0,1,1,0,0,0,1,0,0
10009,11.54,2,0.0,3.462,2017,9,2,0,0,0,1,0,1,0,0,0,1,0
10009,254.526,1,0.4,-93.3262,2017,9,2,0,0,0,1,0,1,0,0,0,0,1
10009,1282.41,5,0.1,213.735,2017,9,2,0,0,0,1,0,1,0,0,1,0,0
36116,545.88,6,0.0,70.9644,2014,10,18,0,0,1,0,0,1,0,0,1,0,0
85301,933.536,4,0.2,105.0228,2016,4,14,0,1,0,0,1,0,0,0,1,0,0
94513,23.88,3,0.0,10.5072,2014,11,25,0,0,1,0,0,1,0,0,0,1,0
65807,1024.38,7,0.0,215.1198,2015,11,9,0,0,0,1,1,0,0,0,0,0,1
77036,8.752,4,0.6,-3.7196,2017,12,2,0,0,1,0,1,0,0,0,0,1,0
40214,304.45,5,0.0,76.1125,2017,12,25,0,0,1,0,1,0,0,0,1,0,0
60623,183.372,2,0.3,-36.6744,2017,8,3,1,0,0,0,1,0,0,1,0,0,0
36830,350.98,1,0.0,84.2352,2016,9,18,0,0,0,1,1,0,0,0,1,0,0
2908,872.32,4,0.0,244.2496,2016,9,19,1,0,0,0,0,0,1,0,1,0,0
98103,141.96,2,0.0,39.7488,2015,3,13,1,0,0,0,1,0,0,1,0,0,0
55901,269.97,3,0.0,51.2943,2017,9,25,0,0,0,1,1,0,0,0,1,0,0
85345,75.36,5,0.2,20.724,2015,6,18,0,0,0,1,0,0,1,0,0,1,0
19134,289.8,7,0.2,36.225,2015,7,11,1,0,0,0,1,0,0,0,0,1,0
19134,341.488,8,0.3,-73.176,2015,7,11,1,0,0,0,1,0,0,0,1,0,0
19134,25.344,6,0.2,3.4848,2015,7,11,1,0,0,0,1,0,0,0,0,1,0
47374,17.31,3,0.0,5.193,2016,12,1,0,0,0,1,1,0,0,0,0,1,0
48227,411.8,2,0.0,70.006,2017,12,22,1,0,0,0,1,0,0,0,0,0,1
90049,146.352,3,0.2,-9.147,2014,10,31,0,0,0,1,0,1,0,0,1,0,0
91767,710.832,3,0.2,-97.7394,2015,4,13,0,0,0,1,1,0,0,0,0,0,1
91761,283.92,5,0.2,-46.137,2017,11,20,0,0,0,1,1,0,0,0,1,0,0
94122,58.2,3,0.0,28.518,2014,12,1,0,0,0,1,1,0,0,0,0,1,0
85023,7.712,2,0.2,1.7352,2015,12,24,0,0,0,1,1,0,0,0,0,1,0
19805,310.443,3,0.3,-48.7839,2017,7,15,0,0,0,1,1,0,0,0,0,0,1
56560,479.9,5,0.0,81.583,2014,11,17,0,0,0,1,0,0,1,0,1,0,0
85705,259.136,4,0.2,-25.9136,2014,7,18,0,1,0,0,0,0,1,0,1,0,0
92374,323.136,4,0.2,20.196,2015,10,31,0,1,0,0,1,0,0,0,1,0,0
92374,425.833,1,0.15,20.0392,2015,10,31,0,1,0,0,1,0,0,1,0,0,0
14609,209.67,1,0.4,-13.978,2015,10,12,0,0,1,0,1,0,0,0,0,0,1
94086,215.976,3,0.2,-2.6997,2017,11,9,1,0,0,0,0,1,0,0,1,0,0
48911,241.96,2,0.0,41.1332,2017,9,22,0,0,1,0,0,0,1,1,0,0,0
19134,64.944,3,0.2,6.4944,2015,10,4,0,0,0,1,0,0,1,0,0,1,0
3820,139.86,7,0.0,60.1398,2014,5,20,0,0,1,0,0,1,0,0,0,1,0
75051,14.76,5,0.6,-11.439,2015,12,31,0,0,0,1,1,0,0,0,0,1,0
11561,991.764,3,0.4,-347.1174,2014,6,6,0,0,0,1,0,1,0,0,0,0,1
17403,422.058,3,0.3,-18.0882,2016,6,25,0,0,0,1,0,1,0,0,1,0,0
94521,43.31,1,0.0,4.331,2014,12,12,0,0,0,1,1,0,0,0,0,1,0
77840,233.058,3,0.3,-53.2704,2017,11,19,0,0,0,1,1,0,0,0,1,0,0
75081,22.608,3,0.6,-10.1736,2016,4,30,0,0,0,1,0,0,1,0,0,1,0
45231,79.384,1,0.2,29.769,2016,5,14,0,1,0,0,1,0,0,0,0,1,0
78041,139.92,5,0.6,-150.414,2016,10,13,0,0,0,1,1,0,0,0,0,1,0
76903,305.312,2,0.3,-8.7232,2017,11,19,0,0,0,1,0,1,0,0,1,0,0
10009,442.764,4,0.1,59.0352,2016,5,7,0,0,0,1,1,0,0,0,1,0,0
10009,63.68,8,0.0,28.0192,2016,5,7,0,0,0,1,1,0,0,0,0,1,0
47201,121.3,2,0.0,25.473,2017,8,10,0,0,0,1,1,0,0,0,0,1,0
72209,22.2,6,0.0,9.102,2014,6,1,0,0,0,1,1,0,0,0,0,1,0
98103,191.82,3,0.0,74.8098,2015,9,6,0,0,0,1,0,0,1,0,0,1,0
17602,20.104,1,0.2,1.7591,2015,6,29,0,0,0,1,1,0,0,0,0,1,0
10035,27.42,1,0.0,11.2422,2017,11,21,0,0,0,1,1,0,0,0,0,1,0
95123,108.608,4,0.2,9.5032,2017,10,1,1,0,0,0,1,0,0,0,1,0,0
43302,70.686,1,0.3,-24.2352,2015,12,6,0,1,0,0,1,0,0,0,1,0,0
80122,72.294,1,0.7,-98.8018,2016,3,19,0,0,1,0,1,0,0,1,0,0,0
10024,330.588,1,0.4,-115.7058,2016,10,1,0,0,0,1,1,0,0,0,0,0,1
46350,526.45,5,0.0,31.587,2017,6,26,0,0,0,1,1,0,0,0,0,1,0
60610,44.4,2,0.6,-52.17,2017,4,20,0,0,0,1,0,0,1,0,0,1,0
4401,109.48,2,0.0,33.9388,2016,9,17,0,0,0,1,0,1,0,0,0,1,0
94122,1212.96,7,0.2,90.972,2017,6,16,1,0,0,0,1,0,0,0,1,0,0
22204,359.97,3,0.0,79.1934,2017,2,6,1,0,0,0,1,0,0,1,0,0,0
94122,435.26,7,0.0,95.7572,2015,3,6,0,0,0,1,1,0,0,0,0,1,0
90036,143.432,1,0.2,3.5858,2014,10,3,0,0,1,0,0,1,0,0,0,0,1
90036,122.352,3,0.2,13.7646,2014,10,3,0,0,1,0,0,1,0,0,1,0,0
38671,85.98,1,0.0,22.3548,2014,6,27,0,0,0,1,1,0,0,0,0,0,1
98115,97.568,2,0.2,-6.098,2017,10,30,1,0,0,0,1,0,0,0,1,0,0
98115,614.272,8,0.2,-23.0352,2017,10,30,1,0,0,0,1,0,0,0,1,0,0
98115,199.98,2,0.0,37.9962,2017,10,30,1,0,0,0,1,0,0,1,0,0,0
98115,892.98,2,0.0,80.3682,2017,1,8,1,0,0,0,0,1,0,0,0,0,1
31907,595.38,6,0.0,297.69,2015,4,20,0,0,0,1,0,1,0,0,0,1,0
6457,181.95,3,0.0,38.2095,2017,12,23,0,0,0,1,0,1,0,0,0,1,0
10011,259.7,5,0.0,106.477,2015,11,1,0,0,0,1,1,0,0,0,0,1,0
30076,723.92,4,0.0,188.2192,2017,9,17,0,0,1,0,0,0,1,0,1,0,0
60623,141.372,2,0.3,-14.1372,2016,12,23,1,0,0,0,0,1,0,1,0,0,0
85345,280.792,1,0.2,35.099,2017,6,11,1,0,0,0,0,0,1,0,1,0,0
57103,182.94,3,0.0,27.441,2017,7,20,0,0,0,1,0,1,0,0,1,0,0
10035,46.384,1,0.2,1.1596,2015,9,15,0,0,1,0,0,1,0,1,0,0,0
19140,547.136,4,0.2,-68.392,2015,12,25,0,0,0,1,0,1,0,0,0,1,0
2038,63.2,5,0.0,23.384,2014,12,31,1,0,0,0,0,0,1,0,0,1,0
78207,557.585,5,0.3,0.0,2016,3,13,0,0,0,1,1,0,0,0,0,0,1
94122,1552.831,7,0.15,200.9546,2015,8,31,1,0,0,0,0,1,0,1,0,0,0
10024,1579.746,7,0.4,-447.5947,2014,3,17,0,0,0,1,0,1,0,0,0,0,1
10024,1071.576,4,0.4,-553.6476,2014,3,17,0,0,0,1,0,1,0,0,0,0,1
10024,613.908,3,0.4,-122.7816,2014,3,17,0,0,0,1,0,1,0,0,0,0,1
22980,127.88,2,0.0,40.9216,2016,3,13,0,0,0,1,0,0,1,0,0,1,0
95823,120.712,1,0.2,-18.1068,2014,11,24,0,0,1,0,1,0,0,0,1,0,0
45014,532.704,6,0.2,-26.6352,2016,9,23,0,0,0,1,0,1,0,0,0,1,0
60505,60.288,8,0.6,-27.1296,2016,7,7,0,0,1,0,0,1,0,0,0,1,0
60505,253.372,2,0.3,-14.4784,2016,7,7,0,0,1,0,0,1,0,0,1,0,0
44052,54.712,7,0.2,11.6263,2016,5,6,0,0,0,1,0,0,1,0,0,1,0
10009,113.92,4,0.0,42.1504,2015,12,6,0,0,0,1,1,0,0,0,0,1,0
77340,956.6648,7,0.32,-225.0976,2016,9,27,0,0,0,1,0,1,0,1,0,0,0
94122,211.84,8,0.0,76.2624,2017,3,23,1,0,0,0,0,0,1,0,0,1,0
90045,629.064,3,0.2,31.4532,2014,11,12,0,0,0,1,1,0,0,0,0,0,1
53209,754.45,5,0.0,60.356,2016,12,29,0,0,0,1,1,0,0,0,1,0,0
1040,301.96,2,0.0,60.392,2015,7,6,0,0,0,1,0,0,1,1,0,0,0
45014,273.06,2,0.4,-104.673,2017,12,25,0,0,0,1,1,0,0,0,0,0,1
76017,12.544,7,0.6,-9.0944,2016,6,11,0,0,0,1,0,1,0,0,0,1,0
98103,7.4,2,0.0,3.034,2017,12,28,0,0,0,1,0,1,0,0,0,1,0
10009,366.786,7,0.1,65.2064,2014,3,25,0,0,0,1,1,0,0,0,1,0,0
87401,545.85,9,0.0,114.6285,2017,7,3,0,0,0,1,1,0,0,0,0,1,0
80027,145.98,2,0.5,-99.2664,2014,11,18,0,0,1,0,1,0,0,0,0,0,1
33614,7.904,2,0.2,2.1736,2017,7,17,0,0,0,1,1,0,0,0,0,1,0
7055,174.286,2,0.3,-19.9184,2016,5,22,0,0,0,1,1,0,0,0,0,0,1
19143,492.835,5,0.3,-14.081,2016,10,31,0,0,0,1,1,0,0,0,1,0,0
28314,14.272,8,0.2,4.2816,2016,1,22,0,0,0,1,1,0,0,0,0,1,0
28314,451.136,4,0.2,-67.6704,2016,1,22,0,0,0,1,1,0,0,1,0,0,0
90032,217.584,2,0.2,-29.9178,2016,11,3,1,0,0,0,1,0,0,0,1,0,0
90036,1322.352,3,0.2,-99.1764,2017,9,4,0,0,1,0,0,1,0,0,0,0,1
98105,1137.75,5,0.0,250.305,2017,8,28,0,0,0,1,0,0,1,0,0,0,1
77095,300.93,5,0.3,-34.392,2016,9,10,0,0,1,0,1,0,0,0,0,0,1
46544,647.84,8,0.0,32.392,2014,6,16,0,0,0,1,1,0,0,0,1,0,0
94122,77.92,8,0.0,34.2848,2014,7,25,0,0,1,0,1,0,0,0,0,1,0
60623,47.992,2,0.3,-2.0568,2016,11,11,0,0,0,1,0,1,0,0,1,0,0
7090,129.93,3,0.0,12.993,2017,5,2,0,0,0,1,0,1,0,0,0,1,0
44105,181.986,2,0.3,-54.5958,2015,1,27,0,0,1,0,1,0,0,0,1,0,0
94122,1348.704,6,0.2,-219.1644,2015,7,16,0,1,0,0,0,1,0,0,1,0,0
94122,700.152,3,0.2,78.7671,2015,7,16,0,1,0,0,0,1,0,0,1,0,0
85254,111.888,7,0.2,22.3776,2016,4,30,0,0,0,1,0,1,0,0,0,1,0
2148,173.94,3,0.0,13.9152,2016,9,8,0,0,0,1,0,0,1,1,0,0,0
95123,102.833,1,0.15,-6.049,2017,4,16,0,0,0,1,1,0,0,1,0,0,0
42420,821.88,6,0.0,213.6888,2017,11,19,0,0,0,1,1,0,0,0,0,1,0
77070,51.712,8,0.6,-32.32,2016,10,8,0,0,0,1,0,1,0,0,0,1,0
84057,1406.86,7,0.0,140.686,2015,5,31,0,0,0,1,1,0,0,1,0,0,0
47905,526.45,5,0.0,31.587,2017,7,9,0,0,0,1,0,0,1,0,0,1,0
22304,62.82,3,0.0,30.7818,2014,1,26,0,0,0,1,0,0,1,0,0,1,0
22304,12.42,3,0.0,4.4712,2014,1,26,0,0,0,1,0,0,1,0,0,1,0
10024,22.23,1,0.0,9.7812,2017,6,30,0,0,0,1,1,0,0,0,0,1,0
60090,14.136,2,0.6,-7.7748,2016,9,8,0,0,0,1,1,0,0,0,0,1,0
60090,601.47,3,0.5,-300.735,2016,9,8,0,0,0,1,1,0,0,0,0,0,1
10035,136.784,1,0.2,5.1294,2016,6,4,0,1,0,0,1,0,0,1,0,0,0
10035,61.12,4,0.0,20.7808,2016,6,4,0,1,0,0,1,0,0,0,0,1,0
76017,1218.735,5,0.3,-121.8735,2014,11,25,0,0,0,1,0,1,0,0,0,0,1
76017,6.096,3,0.6,-3.9624,2014,11,25,0,0,0,1,0,1,0,0,0,1,0
90045,41.568,2,0.2,2.598,2016,4,28,0,0,0,1,0,1,0,0,1,0,0
90049,230.28,3,0.2,23.028,2014,4,26,0,0,0,1,0,1,0,0,1,0,0
98103,39.96,2,0.0,17.1828,2017,5,15,0,0,0,1,1,0,0,0,0,1,0
98103,42.624,2,0.2,4.2624,2017,5,15,0,0,0,1,1,0,0,0,1,0,0
98103,220.96,1,0.2,24.858,2017,5,15,0,0,0,1,1,0,0,0,1,0,0
28314,4.928,2,0.2,0.7392,2015,7,5,0,0,1,0,0,1,0,0,0,1,0
10035,858.24,4,0.1,143.04,2017,6,12,0,0,0,1,1,0,0,0,1,0,0
27604,18.624,8,0.2,6.2856,2016,4,17,0,0,1,0,0,0,1,0,0,1,0
74133,57.69,3,0.0,23.6529,2014,9,7,0,0,1,0,1,0,0,0,0,1,0
74133,821.88,6,0.0,213.6888,2014,9,7,0,0,1,0,1,0,0,0,0,1,0
92345,424.9575,5,0.15,19.998,2016,9,26,0,0,0,1,0,1,0,1,0,0,0
84604,1292.94,3,0.0,77.5764,2017,9,17,0,0,1,0,0,1,0,1,0,0,0
85234,883.84,4,0.2,99.432,2015,12,24,0,0,0,1,0,1,0,0,1,0,0
38109,370.62,3,0.4,-142.071,2016,5,1,1,0,0,0,1,0,0,0,0,0,1
90045,40.784,1,0.2,4.5882,2015,8,25,0,0,0,1,0,0,1,0,1,0,0
1852,785.88,6,0.0,212.1876,2014,9,9,0,0,1,0,0,1,0,0,1,0,0
98115,109.9,5,0.0,37.366,2016,1,22,0,0,0,1,0,1,0,0,0,1,0
33012,15.384,1,0.2,4.0383,2014,10,15,0,0,0,1,1,0,0,0,0,1,0
32216,30.768,2,0.2,8.0766,2014,3,18,0,0,0,1,0,0,1,0,0,1,0
32216,122.352,3,0.2,15.294,2014,3,18,0,0,0,1,0,0,1,0,0,1,0
90049,227.36,7,0.0,81.8496,2015,1,30,0,0,0,1,1,0,0,0,0,1,0
44107,45.888,4,0.2,9.1776,2017,10,9,1,0,0,0,0,1,0,0,0,1,0
77095,23.976,3,0.6,-14.3856,2014,12,6,0,0,1,0,1,0,0,0,0,1,0
19120,350.352,4,0.4,-140.1408,2017,11,7,0,0,0,1,1,0,0,0,0,0,1
98105,107.53,1,0.0,21.506,2017,2,13,0,0,0,1,1,0,0,0,0,1,0
19711,299.97,3,0.0,56.9943,2015,11,13,0,0,0,1,1,0,0,1,0,0,0
92037,35.34,2,0.0,13.4292,2014,11,4,0,0,0,1,1,0,0,0,0,1,0
94122,257.64,6,0.0,100.4796,2015,6,20,0,0,1,0,0,1,0,0,0,1,0
2038,700.056,3,0.3,-130.0104,2014,5,12,0,0,0,1,1,0,0,0,0,0,1
98115,585.552,3,0.2,73.194,2014,6,8,0,0,0,1,1,0,0,0,1,0,0
90008,225.296,2,0.2,22.5296,2014,5,26,0,0,0,1,1,0,0,0,1,0,0
31907,76.92,4,0.0,31.5372,2016,3,11,0,0,0,1,0,0,1,0,0,1,0
33311,19.104,3,0.2,5.7312,2017,12,10,1,0,0,0,1,0,0,0,0,1,0
93309,195.466,2,0.15,-13.7976,2015,7,17,0,0,1,0,1,0,0,1,0,0,0
33068,23.68,8,0.2,6.216,2017,4,30,0,0,0,1,0,1,0,0,0,1,0
90036,601.536,4,0.2,0.0,2015,9,21,1,0,0,0,0,0,1,0,1,0,0
78415,58.36,5,0.6,-24.803,2014,12,2,0,0,0,1,0,1,0,0,0,1,0
78415,39.96,5,0.6,-23.976,2014,12,2,0,0,0,1,0,1,0,0,0,1,0
90278,308.499,3,0.15,-18.147,2014,4,12,0,0,0,1,0,1,0,1,0,0,0
88001,41.37,3,0.0,17.3754,2017,11,3,0,0,0,1,1,0,0,0,0,1,0
79907,47.516,2,0.3,-2.0364,2015,9,7,0,0,0,1,1,0,0,0,1,0,0
98115,704.9,5,0.0,56.392,2015,7,25,0,0,1,0,1,0,0,1,0,0,0
98115,561.568,2,0.2,28.0784,2015,7,25,0,0,1,0,1,0,0,0,1,0,0
53209,185.58,6,0.0,76.0878,2015,11,16,0,0,1,0,0,0,1,0,0,1,0
53209,214.11,3,0.0,36.3987,2015,11,16,0,0,1,0,0,0,1,0,0,0,1
53209,653.55,3,0.0,111.1035,2015,11,16,0,0,1,0,0,0,1,0,0,0,1
2038,60.74,1,0.0,15.185,2015,9,1,0,0,0,1,0,0,1,0,1,0,0
2038,124.36,2,0.0,27.3592,2015,9,1,0,0,0,1,0,0,1,0,0,1,0
92024,298.776,3,0.2,7.4694,2016,5,5,1,0,0,0,1,0,0,0,0,0,1
77041,300.5328,2,0.32,-97.2312,2014,9,25,0,0,0,1,0,0,1,1,0,0,0
