Postal Code,Sales,Quantity,Discount,Profit,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Furnishings,Sub-Category_Tables,Order Date,Week,Quarter,Sales_Lag_1,Sales_Lag_2,Sales_Lag_3,Sales_Rolling_Mean_3,Sales_Rolling_Mean_7
30076,723.92,4,0.0,188.2192,0,0,1,0,0,0,1,0,1,0,0,2017-09-17,37,3,259.7,181.95,595.38,388.52333333333337,495.45457142857146
60623,141.372,2,0.3,-14.1372,1,0,0,0,0,1,0,1,0,0,0,2016-12-23,51,4,723.92,259.7,181.95,374.9973333333334,427.8974285714286
85345,280.792,1,0.2,35.099,1,0,0,0,0,0,1,0,1,0,0,2017-06-11,23,2,141.372,723.92,259.7,382.0280000000001,439.442
57103,182.94,3,0.0,27.441,0,0,0,1,0,1,0,0,1,0,0,2017-07-20,29,3,280.792,141.372,723.92,201.70133333333342,338.0077142857143
10035,46.384,1,0.2,1.1596,0,0,1,0,0,1,0,1,0,0,0,2015-09-15,38,3,182.94,280.792,141.372,170.03866666666673,259.57971428571426
19140,547.136,4,0.2,-68.392,0,0,0,1,0,1,0,0,0,1,0,2015-12-25,52,4,46.384,182.94,280.792,258.8200000000001,311.7491428571429
2038,63.2,5,0.0,23.384,1,0,0,0,0,0,1,0,0,1,0,2014-12-31,1,4,547.136,46.384,182.94,218.90666666666675,283.67771428571433
78207,557.585,5,0.3,0.0,0,0,0,1,1,0,0,0,0,0,1,2016-03-13,10,1,63.2,547.136,46.384,389.3070000000001,259.91557142857147
94122,1552.831,7,0.15,200.9546,1,0,0,0,0,1,0,1,0,0,0,2015-08-31,36,3,557.585,63.2,547.136,724.5386666666668,461.55257142857147
10024,1579.746,7,0.4,-447.5947,0,0,0,1,0,1,0,0,0,0,1,2014-03-17,12,1,1552.831,557.585,63.2,1230.0540000000003,647.1174285714286
10024,1071.576,4,0.4,-553.6476,0,0,0,1,0,1,0,0,0,0,1,2014-03-17,12,1,1579.746,1552.831,557.585,1401.3843333333334,774.0654285714285
10024,613.908,3,0.4,-122.7816,0,0,0,1,0,1,0,0,0,0,1,2014-03-17,12,1,1071.576,1579.746,1552.831,1088.41,855.1402857142857
22980,127.88,2,0.0,40.9216,0,0,0,1,0,0,1,0,0,1,0,2016-03-13,10,1,613.908,1071.576,1579.746,604.4546666666669,795.2465714285715
95823,120.712,1,0.2,-18.1068,0,0,1,0,1,0,0,0,1,0,0,2014-11-24,48,4,127.88,613.908,1071.576,287.50000000000017,803.4625714285714
45014,532.704,6,0.2,-26.6352,0,0,0,1,0,1,0,0,0,1,0,2016-09-23,38,3,120.712,127.88,613.908,260.43200000000013,799.9081428571428
60505,60.288,8,0.6,-27.1296,0,0,1,0,0,1,0,0,0,1,0,2016-07-07,27,3,532.704,120.712,127.88,237.90133333333347,586.6877142857144
60505,253.372,2,0.3,-14.4784,0,0,1,0,0,1,0,0,1,0,0,2016-07-07,27,3,60.288,532.704,120.712,282.1213333333335,397.2057142857143
44052,54.712,7,0.2,11.6263,0,0,0,1,0,0,1,0,0,1,0,2016-05-06,18,2,253.372,60.288,532.704,122.79066666666682,251.9394285714286
10009,113.92,4,0.0,42.1504,0,0,0,1,1,0,0,0,0,1,0,2015-12-06,49,4,54.712,253.372,60.288,140.66800000000015,180.51257142857145
77340,956.6648,7,0.32,-225.0976,0,0,0,1,0,1,0,1,0,0,0,2016-09-27,39,3,113.92,54.712,253.372,375.0989333333335,298.91040000000004
94122,211.84,8,0.0,76.2624,1,0,0,0,0,0,1,0,0,1,0,2017-03-23,12,1,956.6648,113.92,54.712,427.47493333333347,311.92868571428573
90045,629.064,3,0.2,31.4532,0,0,0,1,1,0,0,0,0,0,1,2014-11-12,46,4,211.84,956.6648,113.92,599.1896000000002,325.69440000000003
53209,754.45,5,0.0,60.356,0,0,0,1,1,0,0,0,1,0,0,2016-12-29,52,4,629.064,211.84,956.6648,531.7846666666668,424.8604
1040,301.96,2,0.0,60.392,0,0,0,1,0,0,1,1,0,0,0,2015-07-06,28,3,754.45,629.064,211.84,561.8246666666669,431.8015428571429
45014,273.06,2,0.4,-104.673,0,0,0,1,1,0,0,0,0,0,1,2017-12-25,52,4,301.96,754.45,629.064,443.1566666666668,462.9941142857143
76017,12.544,7,0.6,-9.0944,0,0,0,1,0,1,0,0,0,1,0,2016-06-11,23,2,273.06,301.96,754.45,195.85466666666682,448.5118285714287
98103,7.4,2,0.0,3.034,0,0,0,1,0,1,0,0,0,1,0,2017-12-28,52,4,12.544,273.06,301.96,97.66800000000016,312.90257142857143
10009,366.786,7,0.1,65.2064,0,0,0,1,1,0,0,0,1,0,0,2014-03-25,13,1,7.4,12.544,273.06,128.91000000000017,335.0377142857143
87401,545.85,9,0.0,114.6285,0,0,0,1,1,0,0,0,0,1,0,2017-07-03,27,3,366.786,7.4,12.544,306.67866666666686,323.15000000000003
80027,145.98,2,0.5,-99.2664,0,0,1,0,1,0,0,0,0,0,1,2014-11-18,47,4,545.85,366.786,7.4,352.8720000000001,236.2257142857143
33614,7.904,2,0.2,2.1736,0,0,0,1,1,0,0,0,0,1,0,2017-07-17,29,3,145.98,545.85,366.786,233.24466666666683,194.21771428571432
7055,174.286,2,0.3,-19.9184,0,0,0,1,1,0,0,0,0,0,1,2016-05-22,20,2,7.904,145.98,545.85,109.39000000000014,180.10714285714292
19143,492.835,5,0.3,-14.081,0,0,0,1,1,0,0,0,1,0,0,2016-10-31,44,4,174.286,7.904,145.98,225.00833333333347,248.7201428571429
28314,14.272,8,0.2,4.2816,0,0,0,1,1,0,0,0,0,1,0,2016-01-22,3,1,492.835,174.286,7.904,227.13100000000017,249.70185714285716
28314,451.136,4,0.2,-67.6704,0,0,0,1,1,0,0,1,0,0,0,2016-01-22,3,1,14.272,492.835,174.286,319.41433333333345,261.7518571428572
90032,217.584,2,0.2,-29.9178,1,0,0,0,1,0,0,0,1,0,0,2016-11-03,44,4,451.136,14.272,492.835,227.66400000000013,214.85671428571433
90036,1322.352,3,0.2,-99.1764,0,0,1,0,0,1,0,0,0,0,1,2017-09-04,36,3,217.584,451.136,14.272,663.6906666666669,382.9098571428572
98105,1137.75,5,0.0,250.305,0,0,0,1,0,0,1,0,0,0,1,2017-08-28,35,3,1322.352,217.584,451.136,892.5620000000002,544.3164285714286
77095,300.93,5,0.3,-34.392,0,0,1,0,1,0,0,0,0,0,1,2016-09-10,36,3,1137.75,1322.352,217.584,920.3440000000002,562.4084285714287
46544,647.84,8,0.0,32.392,0,0,0,1,1,0,0,0,1,0,0,2014-06-16,25,2,300.93,1137.75,1322.352,695.5066666666668,584.552
94122,77.92,8,0.0,34.2848,0,0,1,0,1,0,0,0,0,1,0,2014-07-25,30,3,647.84,300.93,1137.75,342.2300000000001,593.6445714285716
60623,47.992,2,0.3,-2.0568,0,0,0,1,0,1,0,0,1,0,0,2016-11-11,45,4,77.92,647.84,300.93,257.9173333333334,536.0525714285715
7090,129.93,3,0.0,12.993,0,0,0,1,0,1,0,0,0,1,0,2017-05-02,18,2,47.992,77.92,647.84,85.28066666666675,523.5305714285715
44105,181.986,2,0.3,-54.5958,0,0,1,0,1,0,0,0,1,0,0,2015-01-27,5,1,129.93,47.992,77.92,119.96933333333341,360.6211428571429
94122,1348.704,6,0.2,-219.1644,0,1,0,0,0,1,0,0,1,0,0,2015-07-16,29,3,181.986,129.93,47.992,553.5400000000001,390.7574285714286
94122,700.152,3,0.2,78.7671,0,1,0,0,0,1,0,0,1,0,0,2015-07-16,29,3,1348.704,181.986,129.93,743.614,447.7891428571429
85254,111.888,7,0.2,22.3776,0,0,0,1,0,1,0,0,0,1,0,2016-04-30,17,2,700.152,1348.704,181.986,720.248,371.22457142857144
2148,173.94,3,0.0,13.9152,0,0,0,1,0,0,1,1,0,0,0,2016-09-08,36,3,111.888,700.152,1348.704,328.6600000000001,384.9417142857143
95123,102.833,1,0.15,-6.049,0,0,0,1,1,0,0,1,0,0,0,2017-04-16,15,2,173.94,111.888,700.152,129.55366666666674,392.77614285714293
42420,821.88,6,0.0,213.6888,0,0,0,1,1,0,0,0,0,1,0,2017-11-19,46,4,102.833,173.94,111.888,366.21766666666673,491.62614285714284
77070,51.712,8,0.6,-32.32,0,0,0,1,0,1,0,0,0,1,0,2016-10-08,40,4,821.88,102.833,173.94,325.4750000000001,473.0155714285715
84057,1406.86,7,0.0,140.686,0,0,0,1,1,0,0,1,0,0,0,2015-05-31,22,2,51.712,821.88,102.833,760.1506666666668,481.3235714285715
47905,526.45,5,0.0,31.587,0,0,0,1,0,0,1,0,0,1,0,2017-07-09,27,3,1406.86,51.712,821.88,661.674,456.509
22304,62.82,3,0.0,30.7818,0,0,0,1,0,0,1,0,0,1,0,2014-01-26,4,1,526.45,1406.86,51.712,665.3766666666667,449.49928571428575
22304,12.42,3,0.0,4.4712,0,0,0,1,0,0,1,0,0,1,0,2014-01-26,4,1,62.82,526.45,1406.86,200.56333333333336,426.425
10024,22.23,1,0.0,9.7812,0,0,0,1,1,0,0,0,0,1,0,2017-06-30,26,2,12.42,62.82,526.45,32.49,414.9102857142857
60090,14.136,2,0.6,-7.7748,0,0,0,1,1,0,0,0,0,1,0,2016-09-08,36,3,22.23,12.42,62.82,16.262,299.5182857142858
60090,601.47,3,0.5,-300.735,0,0,0,1,1,0,0,0,0,0,1,2016-09-08,36,3,14.136,22.23,12.42,212.612,378.0551428571429
10035,136.784,1,0.2,5.1294,0,1,0,0,1,0,0,1,0,0,0,2016-06-04,22,2,601.47,14.136,22.23,250.79666666666665,196.61571428571435
10035,61.12,4,0.0,20.7808,0,1,0,0,1,0,0,0,0,1,0,2016-06-04,22,2,136.784,601.47,14.136,266.458,130.14000000000004
76017,1218.735,5,0.3,-121.8735,0,0,0,1,0,1,0,0,0,0,1,2014-11-25,48,4,61.12,136.784,601.47,472.21299999999997,295.2707142857143
76017,6.096,3,0.6,-3.9624,0,0,0,1,0,1,0,0,0,1,0,2014-11-25,48,4,1218.735,61.12,136.784,428.6503333333333,294.3672857142857
90045,41.568,2,0.2,2.598,0,0,0,1,0,1,0,0,1,0,0,2016-04-28,17,2,6.096,1218.735,61.12,422.133,297.12985714285725
90049,230.28,3,0.2,23.028,0,0,0,1,0,1,0,0,1,0,0,2014-04-26,17,2,41.568,6.096,1218.735,92.64800000000001,328.00757142857145
98103,39.96,2,0.0,17.1828,0,0,0,1,1,0,0,0,0,1,0,2017-05-15,20,2,230.28,41.568,6.096,103.93599999999999,247.79185714285717
98103,42.624,2,0.2,4.2624,0,0,0,1,1,0,0,0,1,0,0,2017-05-15,20,2,39.96,230.28,41.568,104.28800000000001,234.34042857142862
98103,220.96,1,0.2,24.858,0,0,0,1,1,0,0,0,1,0,0,2017-05-15,20,2,42.624,39.96,230.28,101.18133333333333,257.17471428571434
28314,4.928,2,0.2,0.7392,0,0,1,0,0,1,0,0,0,1,0,2015-07-05,27,3,220.96,42.624,39.96,89.50400000000002,83.77371428571436
10035,858.24,4,0.1,143.04,0,0,0,1,1,0,0,0,1,0,0,2017-06-12,24,2,4.928,220.96,42.624,361.37600000000003,205.50857142857149
27604,18.624,8,0.2,6.2856,0,0,1,0,0,0,1,0,0,1,0,2016-04-17,15,2,858.24,4.928,220.96,293.9306666666667,202.23085714285722
74133,57.69,3,0.0,23.6529,0,0,1,0,1,0,0,0,0,1,0,2014-09-07,36,3,18.624,858.24,4.928,311.518,177.57514285714294
74133,821.88,6,0.0,213.6888,0,0,1,0,1,0,0,0,0,1,0,2014-09-07,36,3,57.69,18.624,858.24,299.39799999999997,289.2780000000001
92345,424.9575,5,0.15,19.998,0,0,0,1,0,1,0,1,0,0,0,2016-09-26,39,3,821.88,57.69,18.624,434.8425,343.8970714285715
84604,1292.94,3,0.0,77.5764,0,0,1,0,0,1,0,1,0,0,0,2017-09-17,37,3,424.9575,821.88,57.69,846.5925000000001,497.0370714285715
85234,883.84,4,0.2,99.432,0,0,0,1,0,1,0,0,1,0,0,2015-12-24,52,4,1292.94,424.9575,821.88,867.2458333333334,622.5959285714287
38109,370.62,3,0.4,-142.071,1,0,0,0,1,0,0,0,0,0,1,2016-05-01,17,2,883.84,1292.94,424.9575,849.1333333333333,552.9359285714287
90045,40.784,1,0.2,4.5882,0,0,0,1,0,0,1,0,1,0,0,2015-08-25,35,3,370.62,883.84,1292.94,431.74800000000005,556.101642857143
1852,785.88,6,0.0,212.1876,0,0,1,0,0,1,0,0,1,0,0,2014-09-09,37,3,40.784,370.62,883.84,399.0946666666667,660.1287857142859
98115,109.9,5,0.0,37.366,0,0,0,1,0,1,0,0,0,1,0,2016-01-22,3,1,785.88,40.784,370.62,312.188,558.4173571428572
33012,15.384,1,0.2,4.0383,0,0,0,1,1,0,0,0,0,1,0,2014-10-15,42,4,109.9,785.88,40.784,303.72133333333335,499.9068571428572
32216,30.768,2,0.2,8.0766,0,0,0,1,0,0,1,0,0,1,0,2014-03-18,12,1,15.384,109.9,785.88,52.01733333333334,319.5965714285715
32216,122.352,3,0.2,15.294,0,0,0,1,0,0,1,0,0,1,0,2014-03-18,12,1,30.768,15.384,109.9,56.168000000000006,210.8125714285715
90049,227.36,7,0.0,81.8496,0,0,0,1,1,0,0,0,0,1,0,2015-01-30,5,1,122.352,30.768,15.384,126.82666666666667,190.3468571428572
44107,45.888,4,0.2,9.1776,1,0,0,0,0,1,0,0,0,1,0,2017-10-09,41,4,227.36,122.352,30.768,131.86666666666667,191.07600000000005
77095,23.976,3,0.6,-14.3856,0,0,1,0,1,0,0,0,0,1,0,2014-12-06,49,4,45.888,227.36,122.352,99.07466666666666,82.2325714285715
19120,350.352,4,0.4,-140.1408,0,0,0,1,1,0,0,0,0,0,1,2017-11-07,45,4,23.976,45.888,227.36,140.07199999999997,116.5828571428572
98105,107.53,1,0.0,21.506,0,0,0,1,1,0,0,0,0,1,0,2017-02-13,7,1,350.352,23.976,45.888,160.61933333333332,129.74657142857149
19711,299.97,3,0.0,56.9943,0,0,0,1,1,0,0,1,0,0,0,2015-11-13,46,4,107.53,350.352,23.976,252.61733333333333,168.20400000000004
92037,35.34,2,0.0,13.4292,0,0,0,1,1,0,0,0,0,1,0,2014-11-04,45,4,299.97,107.53,350.352,147.61333333333334,155.77371428571433
94122,257.64,6,0.0,100.4796,0,0,1,0,0,1,0,0,0,1,0,2015-06-20,25,2,35.34,299.97,107.53,197.65,160.09942857142863
2038,700.056,3,0.3,-130.0104,0,0,0,1,1,0,0,0,0,0,1,2014-05-12,20,2,257.64,35.34,299.97,331.012,253.55200000000008
98115,585.552,3,0.2,73.194,0,0,0,1,1,0,0,0,1,0,0,2014-06-08,23,2,700.056,257.64,35.34,514.416,333.7771428571429
90008,225.296,2,0.2,22.5296,0,0,0,1,1,0,0,0,1,0,0,2014-05-26,22,2,585.552,700.056,257.64,503.63466666666676,315.9120000000001
31907,76.92,4,0.0,31.5372,0,0,0,1,0,0,1,0,0,1,0,2016-03-11,10,1,225.296,585.552,700.056,295.92266666666666,311.5391428571429
33311,19.104,3,0.2,5.7312,1,0,0,0,1,0,0,0,0,1,0,2017-12-10,49,4,76.92,225.296,585.552,107.10666666666667,271.41542857142866
93309,195.466,2,0.15,-13.7976,0,0,1,0,1,0,0,1,0,0,0,2015-07-17,29,3,19.104,76.92,225.296,97.16333333333334,294.2905714285715
33068,23.68,8,0.2,6.216,0,0,0,1,0,1,0,0,0,1,0,2017-04-30,17,2,195.466,19.104,76.92,79.41666666666667,260.8677142857144
90036,601.536,4,0.2,0.0,1,0,0,0,0,0,1,0,1,0,0,2015-09-21,39,3,23.68,195.466,19.104,273.5606666666667,246.79342857142865
78415,58.36,5,0.6,-24.803,0,0,0,1,0,1,0,0,0,1,0,2014-12-02,49,4,601.536,23.68,195.466,227.85866666666664,171.48028571428577
78415,39.96,5,0.6,-23.976,0,0,0,1,0,1,0,0,0,1,0,2014-12-02,49,4,58.36,601.536,23.68,233.28533333333334,145.00371428571435
90278,308.499,3,0.15,-18.147,0,0,0,1,0,1,0,1,0,0,0,2014-04-12,15,2,39.96,58.36,601.536,135.60633333333334,178.08642857142863
88001,41.37,3,0.0,17.3754,0,0,0,1,1,0,0,0,0,1,0,2017-11-03,44,4,308.499,39.96,58.36,129.943,181.26728571428575
79907,47.516,2,0.3,-2.0364,0,0,0,1,1,0,0,0,1,0,0,2015-09-07,37,3,41.37,308.499,39.96,132.46166666666667,160.1315714285715
98115,704.9,5,0.0,56.392,0,0,1,0,1,0,0,1,0,0,0,2015-07-25,30,3,47.516,41.37,308.499,264.5953333333333,257.44871428571435
98115,561.568,2,0.2,28.0784,0,0,1,0,1,0,0,0,1,0,0,2015-07-25,30,3,704.9,47.516,41.37,437.99466666666666,251.73900000000003
53209,185.58,6,0.0,76.0878,0,0,1,0,0,0,1,0,0,1,0,2015-11-16,47,4,561.568,704.9,47.516,484.0159999999999,269.9132857142858
53209,214.11,3,0.0,36.3987,0,0,1,0,0,0,1,0,0,0,1,2015-11-16,47,4,185.58,561.568,704.9,320.4193333333333,294.7918571428572
53209,653.55,3,0.0,111.1035,0,0,1,0,0,0,1,0,0,0,1,2015-11-16,47,4,214.11,185.58,561.568,351.08,344.08485714285723
2038,60.74,1,0.0,15.185,0,0,0,1,0,0,1,0,1,0,0,2015-09-01,36,3,653.55,214.11,185.58,309.46666666666664,346.85200000000003
2038,124.36,2,0.0,27.3592,0,0,0,1,0,0,1,0,0,1,0,2015-09-01,36,3,60.74,653.55,214.11,279.55,357.8297142857144
92024,298.776,3,0.2,7.4694,1,0,0,0,1,0,0,0,0,0,1,2016-05-05,18,2,124.36,60.74,653.55,161.292,299.812
77041,300.5328,2,0.32,-97.2312,0,0,0,1,0,0,1,1,0,0,0,2014-09-25,39,3,298.776,124.36,60.74,241.22293333333332,262.5212571428572
23320,1139.92,4,0.0,284.98,0,0,0,1,0,0,1,0,1,0,0,2014-03-14,11,1,300.5328,298.776,124.36,579.7429333333333,398.85554285714295
60098,845.488,8,0.3,-12.0784,0,0,0,1,0,1,0,0,1,0,0,2016-12-27,52,4,1139.92,300.5328,298.776,761.9802666666668,489.0524000000001
30076,56.28,6,0.0,15.7584,0,0,0,1,0,1,0,0,0,1,0,2017-04-08,14,2,845.488,1139.92,300.5328,680.5626666666666,403.7281142857144
11572,14.98,1,0.0,6.8908,0,0,1,0,1,0,0,0,0,1,0,2016-03-19,11,1,56.28,845.488,1139.92,305.5826666666666,397.1909714285715
11572,20.32,4,0.0,6.9088,0,0,1,0,1,0,0,0,0,1,0,2016-03-19,11,1,14.98,56.28,845.488,30.52666666666659,382.32811428571443
92037,1603.136,4,0.2,100.196,1,0,0,0,0,1,0,0,1,0,0,2016-08-26,34,3,20.32,14.98,56.28,546.1453333333333,568.6652571428573
28314,225.296,2,0.2,22.5296,0,0,1,0,1,0,0,0,1,0,0,2016-08-15,33,3,1603.136,20.32,14.98,616.2506666666666,557.917142857143
30318,1628.82,9,0.0,374.6286,0,0,0,1,1,0,0,1,0,0,0,2017-05-19,20,2,225.296,1603.136,20.32,1152.417333333333,627.7600000000001
33710,17.088,2,0.2,1.068,0,0,0,1,1,0,0,0,0,1,0,2017-06-12,24,2,1628.82,225.296,1603.136,623.7346666666666,509.4171428571429
85705,314.352,3,0.2,-35.3646,0,0,0,1,0,1,0,0,1,0,0,2014-03-22,12,1,17.088,1628.82,225.296,653.42,546.2845714285714
92037,153.568,2,0.2,-5.7588,0,0,1,0,1,0,0,0,1,0,0,2016-01-21,3,1,314.352,17.088,1628.82,161.66933333333327,566.0828571428572
92037,1013.488,7,0.2,76.0116,0,0,1,0,1,0,0,0,1,0,0,2016-01-21,3,1,153.568,314.352,17.088,493.80266666666665,707.964
94110,6.96,4,0.0,2.2272,0,0,1,0,1,0,0,0,0,1,0,2016-11-11,45,4,1013.488,153.568,314.352,391.3386666666667,479.9388571428572
85281,307.92,5,0.2,-34.641,0,0,0,1,1,0,0,0,1,0,0,2016-10-18,42,4,6.96,1013.488,153.568,442.78933333333333,491.74228571428574
70601,51.96,2,0.0,12.99,0,0,1,0,1,0,0,0,1,0,0,2014-04-29,18,2,307.92,6.96,1013.488,122.27999999999996,266.4765714285715
14609,69.08,11,0.0,29.0136,0,0,0,1,0,1,0,0,0,1,0,2017-10-23,43,4,51.96,307.92,6.96,142.98666666666665,273.9040000000001
77036,408.422,2,0.3,-5.8346,0,0,0,1,1,0,0,0,1,0,0,2015-04-26,17,2,69.08,51.96,307.92,176.48733333333334,287.3425714285715
60035,539.658,3,0.3,-7.7094,0,0,0,1,0,1,0,0,1,0,0,2016-06-27,26,2,408.422,69.08,51.96,339.0533333333333,342.49828571428577
19140,14.368,2,0.2,3.9512,0,1,0,0,0,1,0,0,0,1,0,2016-11-23,47,4,539.658,408.422,69.08,320.816,199.7668571428572
19140,70.448,7,0.2,12.3284,0,1,0,0,0,1,0,0,0,1,0,2016-11-23,47,4,14.368,539.658,408.422,208.15799999999993,208.8365714285715
13601,70.71,1,0.0,4.9497,1,0,0,0,1,0,0,0,0,1,0,2014-09-02,36,3,70.448,14.368,539.658,51.84199999999992,174.94942857142865
31907,18.84,3,0.0,7.9128,0,0,1,0,1,0,0,0,0,1,0,2017-07-10,28,3,70.71,70.448,14.368,53.33266666666659,170.21800000000007
48601,19.76,4,0.0,8.2992,0,0,0,1,0,0,1,0,0,1,0,2017-11-18,46,4,18.84,70.71,70.448,36.43666666666659,163.17228571428578
94109,144.784,1,0.2,10.8588,0,1,0,0,1,0,0,0,1,0,0,2015-08-08,32,3,19.76,18.84,70.71,61.12799999999993,125.50971428571435
53209,90.99,1,0.0,14.5584,0,0,0,1,0,1,0,0,1,0,0,2017-03-25,12,1,144.784,19.76,18.84,85.17799999999993,61.414285714285775
53209,368.97,3,0.0,40.5867,0,0,0,1,0,1,0,0,1,0,0,2017-03-25,12,1,90.99,144.784,19.76,201.58133333333328,112.07171428571435
90049,18.7,1,0.0,7.106,0,0,0,1,1,0,0,0,0,1,0,2017-11-19,46,4,368.97,90.99,144.784,159.55333333333326,104.67914285714292
94122,38.29,7,0.0,16.4647,1,0,0,0,1,0,0,0,0,1,0,2016-11-04,44,4,18.7,368.97,90.99,141.9866666666666,100.04771428571435
92024,26.25,3,0.0,11.025,0,0,0,1,0,0,1,0,0,1,0,2017-12-14,50,4,38.29,18.7,368.97,27.746666666666588,101.10628571428579
85301,113.888,2,0.2,9.9652,0,1,0,0,0,0,1,0,1,0,0,2017-11-12,45,4,26.25,38.29,18.7,59.47599999999992,114.55314285714292
85301,113.568,2,0.2,-5.6784,0,1,0,0,0,0,1,0,0,1,0,2017-11-12,45,4,113.888,26.25,38.29,84.5686666666666,110.09371428571434
13601,191.646,3,0.1,31.941,0,0,0,1,0,0,1,0,1,0,0,2017-06-27,26,2,113.568,113.888,26.25,139.7006666666666,124.47314285714295
92054,81.568,2,0.2,9.1764,0,0,1,0,0,1,0,0,1,0,0,2017-12-16,50,4,191.646,113.568,113.888,128.92733333333322,83.41571428571434
92054,97.184,2,0.2,6.074,0,0,1,0,0,1,0,0,1,0,0,2017-12-16,50,4,81.568,191.646,113.568,123.46599999999991,94.62771428571433
92054,18.96,2,0.0,7.584,0,0,1,0,0,1,0,0,0,1,0,2017-12-16,50,4,97.184,81.568,191.646,65.90399999999993,91.86628571428578
60076,32.952,6,0.6,-19.7712,0,0,0,1,1,0,0,0,0,1,0,2014-12-27,52,4,18.96,97.184,81.568,49.69866666666659,92.82371428571435
28314,28.272,2,0.2,6.3612,0,0,1,0,1,0,0,0,0,1,0,2017-11-06,45,4,32.952,18.96,97.184,26.727999999999923,80.5928571428572
75002,244.006,2,0.3,-31.3722,0,0,0,1,1,0,0,0,0,0,1,2015-05-07,19,2,28.272,32.952,18.96,101.74333333333327,99.2268571428572
19143,188.552,7,0.3,-2.6936,0,1,0,0,0,1,0,0,1,0,0,2017-12-04,49,4,244.006,28.272,32.952,153.60999999999993,98.7848571428572
29464,545.94,6,0.0,87.3504,0,0,1,0,1,0,0,0,1,0,0,2014-01-13,3,1,188.552,244.006,28.272,326.16599999999994,165.12371428571436
19134,43.296,2,0.2,4.3296,0,0,0,1,1,0,0,0,0,1,0,2015-06-12,24,2,545.94,188.552,244.006,259.26266666666663,157.42542857142865
98115,123.136,4,0.2,13.8528,0,0,0,1,1,0,0,0,1,0,0,2014-07-12,28,3,43.296,545.94,188.552,237.45733333333328,172.30771428571435
97477,275.49,1,0.5,-170.8038,0,0,1,0,1,0,0,0,0,0,1,2014-12-06,49,4,123.136,43.296,545.94,147.30733333333328,206.95600000000007
31907,24.96,4,0.0,6.24,0,0,0,1,0,0,1,0,0,1,0,2016-05-25,21,2,275.49,123.136,43.296,141.19533333333325,206.48285714285723
19120,3.984,1,0.2,0.6474,0,0,0,1,1,0,0,0,0,1,0,2014-06-21,25,2,24.96,275.49,123.136,101.47799999999995,172.1940000000001
42071,191.82,3,0.0,74.8098,1,0,0,0,1,0,0,0,0,1,0,2016-12-05,49,4,3.984,24.96,275.49,73.58799999999994,172.6608571428572
10035,344.22,2,0.4,-103.266,0,0,0,1,0,0,1,0,0,0,1,2015-09-17,38,3,191.82,3.984,24.96,180.00799999999995,143.84371428571436
78577,22.608,3,0.6,-10.1736,0,0,0,1,0,0,1,0,0,1,0,2016-08-23,34,3,344.22,191.82,3.984,186.21599999999992,140.8882857142858
84084,66.69,3,0.0,22.0077,0,0,0,1,1,0,0,0,0,1,0,2015-11-08,45,4,22.608,344.22,191.82,144.50599999999994,132.8245714285715
78521,327.7328,2,0.32,-14.4588,0,0,0,1,1,0,0,1,0,0,0,2017-11-17,46,4,66.69,22.608,344.22,139.0102666666666,140.28782857142863
19140,254.352,3,0.2,0.0,0,0,0,1,0,0,1,0,0,1,0,2017-04-22,16,2,327.7328,66.69,22.608,216.2582666666666,173.05811428571434
23320,504.9,5,0.0,80.784,0,0,0,1,1,0,0,0,1,0,0,2017-12-17,50,4,254.352,327.7328,66.69,362.3282666666666,244.61754285714292
48146,194.32,4,0.0,31.0912,0,0,0,1,0,1,0,1,0,0,0,2015-09-21,39,3,504.9,254.352,327.7328,317.8573333333333,244.9746857142858
97030,195.136,4,0.2,-12.196,0,0,0,1,1,0,0,0,1,0,0,2016-11-21,47,4,194.32,504.9,254.352,298.11866666666657,223.6769714285715
71203,29.16,2,0.0,10.7892,0,0,0,1,1,0,0,0,0,1,0,2015-06-11,24,2,195.136,194.32,504.9,139.5386666666666,224.61297142857148
91104,171.288,3,0.2,-6.4233,0,0,0,1,0,1,0,0,0,0,1,2017-10-03,40,4,29.16,195.136,194.32,131.86133333333325,239.55554285714294
37421,16.72,5,0.2,3.344,0,0,0,1,1,0,0,0,0,1,0,2016-05-05,18,2,171.288,29.16,195.136,72.38933333333325,195.1251428571429
90805,2054.272,8,0.2,256.784,0,1,0,0,0,0,1,0,1,0,0,2017-09-11,37,3,16.72,171.288,29.16,747.4266666666666,452.2565714285715
31907,411.8,2,0.0,70.006,1,0,0,0,0,0,1,0,0,0,1,2017-04-02,13,2,2054.272,16.72,171.288,827.5973333333333,438.95657142857146
83642,41.96,2,0.0,2.9372,0,0,0,1,0,0,1,0,0,1,0,2017-10-06,40,4,411.8,2054.272,16.72,836.0106666666667,417.1908571428572
94110,30.56,2,0.0,10.3904,0,0,1,0,0,1,0,0,0,1,0,2017-10-19,42,4,41.96,411.8,2054.272,161.44,393.6800000000001
94110,24.368,2,0.2,-3.3506,0,0,1,0,0,1,0,0,0,0,1,2017-10-19,42,4,30.56,41.96,411.8,32.296,392.9954285714286
19711,124.41,3,0.0,14.9292,0,0,0,1,0,1,0,0,0,1,0,2014-11-17,47,4,24.368,30.56,41.96,59.779333333333334,386.29857142857145
